attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,1944
Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,9599
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28202
Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,24850
Existing Customer,55,M,0,High School,Married,$120K +,Blue,3805
Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,2733
Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,12781
Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,3106
Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,7477
Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,34516
Existing Customer,48,M,2,High School,Married,$120K +,Blue,29963
Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,6509
Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,13450
Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,27000
Existing Customer,51,M,4,College,Married,$120K +,Silver,34516
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,6347
Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,3106
Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,2536
Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,13048
Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,2453
Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,16138
Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,8077
Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,1929
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,3127
Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,8645
Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,1438.3
Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,2185
Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,24487
Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,2567
Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,4131
Existing Customer,44,F,4,College,Married,Less than $40K,Silver,10790
Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,6884
Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,13961
Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,29801
Existing Customer,54,M,3,High School,Married,$120K +,Blue,13219
Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,2536
Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,9478
Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,3502
Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,10509
Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,1491
Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,9734
Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,2305
Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,14241
Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,4789
Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,23138
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,23008
Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,3131
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,5798
Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,6880
Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,34516
Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,2075
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,4589
Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,2317
Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,1981
Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,6038
Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,14910
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,29659
Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,4320
Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,11213
Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,26181
Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,5773
Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,4503
Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,29770
Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,5014
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,3445
Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,23412
Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,3044
Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,14596
Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,3864
Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,17030
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,23090
Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29205
Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,14035
Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,2962
Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,18578
Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,2201
Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,2061
Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,24602
Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,15911
Attrited Customer,56,M,2,College,Single,$120K +,Blue,16867
Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,2783
Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,2972
Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,5124
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,2880
Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,5579
Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,12010
Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,34516
Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,4394
Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,18325
Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,3773
Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,21684
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,1919
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,9995
Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,11910
Existing Customer,39,F,3,College,Married,Less than $40K,Blue,2279
Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,3539
Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,30579
Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,24480
Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,17561
Existing Customer,54,F,0,College,Married,Less than $40K,Blue,1638
Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,2947
Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,5738
Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,33304
Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,7251
Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,2885
Existing Customer,56,F,1,College,Married,Less than $40K,Blue,2641
Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,2801
Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,16794
Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,9336
Existing Customer,56,F,5,College,Single,Less than $40K,Blue,2763
Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,17391
Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,3198
Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,5100
Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,3955
Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,3140
Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,4028
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,2264
Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,21620
Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,6385
Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,2375
Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,1963
Existing Customer,47,F,4,College,Single,Less than $40K,Blue,4256
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,5097
Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,3228
Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,20231
Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,27512
Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,1929
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,2585
Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,12151
Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,34516
Existing Customer,48,M,4,High School,Married,$120K +,Blue,34516
Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,5504
Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,10021
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,3558
Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,19853
Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,4969
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,3117
Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,21526
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,5504
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,5512
Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,1438.3
Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,7262
Existing Customer,51,M,3,High School,Married,$120K +,Blue,7319
Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,1438.3
Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,7712
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,2053
Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,12804
Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,26443
Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,3125
Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,4930
Existing Customer,39,F,2,College,Single,Less than $40K,Blue,9476
Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,11722
Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,13301
Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,1438.3
Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,6705
Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,22718
Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,23981
Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,2318
Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,19324
Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,5331
Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,15700
Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,17625
Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,17438
Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,1962
Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,8077
Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,3290
Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,2402
Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,9256
Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,3674
Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,6462
Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,1638
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,4335
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,3233
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,11862
Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,34516
Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,19802
Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,24869
Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,3624
Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,6175
Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,10953
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,11338
Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,5544
Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,19665
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,2927
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,5146
Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,1704
Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,1438.3
Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,2974
Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,5472
Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,2736
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,1438.3
Existing Customer,56,F,2,Unknown,Married,Unknown,Blue,5406
Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,34516
Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,1976
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,8714
Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,8693
Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,9247
Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,7717
Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,4908
Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,7222
Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,21740
Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,2323
Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,7788
Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,23700
Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,11710
Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,2278
Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,4048
Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,3663
Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,35,F,1,College,Single,Unknown,Blue,3518
Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,1717
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,16813
Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,16434
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,21872
Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,15897
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,4271
Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,7361
Existing Customer,26,M,0,College,Single,Less than $40K,Blue,1438.3
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,8628
Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,18750
Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,21242
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,2961
Existing Customer,38,F,3,High School,Married,Unknown,Blue,11327
Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,8308
Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,3249
Existing Customer,52,M,2,High School,Married,$120K +,Blue,2981
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,8829
Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,3714
Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,7340
Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,16952
Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,20865
Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,3083
Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,10584
Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,2240
Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,12240
Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,5120
Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,3124
Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,11261
Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,2468
Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,22157
Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,11477
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,3933
Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,8022
Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,13771
Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,30271
Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,3244
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,2936
Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,1438.3
Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,6242
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,6175
Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,11806
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,4734
Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,6244
Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34516
Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,23561
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,24742
Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,27560
Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,5923
Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,8581
Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,3156
Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,7151
Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,1535
Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,2122
Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,17131
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,5822
Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,3537
Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,34516
Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,16320
Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,2407
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,3538
Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,2684
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34516
Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,15459
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,4307
Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,2081
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,2848
